SHELF,URL,TITLE,AUTHOR,ILLUSTRATOR,YEAR,PUBLISHER,RATING,TOTAL_RATING,TOTAL_REVIEW,GENRES,DESCRIPTION,IMAGE_FILE,image_ok,brightness_mean,saturation_mean,warna_1,warna_pct_1,warna_h_1,warna_s_1,warna_v_1,warna_hex_1,warna_2,warna_pct_2,warna_h_2,warna_s_2,warna_v_2,warna_hex_2,warna_3,warna_pct_3,warna_h_3,warna_s_3,warna_v_3,warna_hex_3,warna_4,warna_pct_4,warna_h_4,warna_s_4,warna_v_4,warna_hex_4,warna_5,warna_pct_5,warna_h_5,warna_s_5,warna_v_5,warna_hex_5,warna_kategori,hue_dominant,teks_coverage,n_region_teks,ocr_teks,judul_match_score,error_modul_b,yolo_n_objek,yolo_objek,yolo_objek_unik,yolo_ada_manusia,detr_ada_manusia,detr_objek_n,detr_objek_list,gaya_ilustrasi,gaya_skor,gaya_prob_photograph,gaya_prob_hand_drawn,gaya_prob_abstract,gaya_prob_flat_graphic,gaya_prob_text_dominant,ocr_text,ocr_confidence,ocr_zone,clip_font_1,clip_score_1,clip_cat_1,clip_font_2,clip_score_2,clip_cat_2,clip_font_3,clip_score_3,clip_cat_3,clip_font_4,clip_score_4,clip_cat_4,clip_font_5,clip_score_5,clip_cat_5,clip_margin,tipe_font,font_source,match_type,typeface_kategori,typeface_low_conf,typeface_paper,typeface_paper_source,typeface_paper_low_conf
fiksi,https://www.goodreads.com/book/show/222029860-voiceless,Voiceless,Yandi Asd,,2024,Gramedia Pustaka Utama,4.04,23,14,"Sastra Indonesia, Kesehatan Mental, Remaja, Novel","Segala tujuan hidup Maura semakin kabur dari genggamannya. Rasa bersalah atas kematian Kiel, sahabat satu-satunya, semakin mengempiskan keinginannya untuk melanjutkan hidup. Apalagi dia juga dituntut untuk melunasi utang mendiang ayahnya.
Maura sudah banting tulang menarik ojol dan mencari kerjaan paruh waktu lainnya sambil kuliah. Namun, rasanya tidak pernah cukup untuk meladeni gaya hidup ibu dan adiknya yang mati- matian menampik status miskin mereka.
Maura memutuskan untuk menyerah saja. Lalu datanglah panggilan telepon itu. Panggilan telepon yang tidak masuk akal, tapi sangat dibutuhkannya. Maura pun perlahan merangkak bangkit. Namun kehadiran Fizar, kakak Kiel, membuatnya gamang mengambil keputusan demi keputusan. Belum juga Maura sanggup berdiri, kenyataan di balik kematian Kiel ter",2024_Voiceless.jpg,True,0.5849,0.3971,ungu,59.63,129.77,107.37,156.91,#6e5b9c,biru,24.73,124.94,89.83,86.61,#3c3856,merah,6.67,166.07,130.48,214.64,#d6699c,merah,6.21,161.46,37.41,239.63,#efcce2,merah,2.76,4.41,145.15,179.15,#b35b4d,ungu,129.77,0.8577,1443.0,ee 9  N  TV  7  ir  (4)  Ay  >  a.  AN  Pc,3.636.363.636.363.630,,0,,0,False,False,0,,flat_graphic,0.615,0.0377,0.1186,0.0787,0.615,0.0893,Yandi,0.767,full,Be Vietnam Pro,0.234,sans_serif,Brandon Grotesque,0.2328,sans_serif,Laila,0.2295,slab_serif,Kameron,0.229,slab_serif,Vidaloka,0.2288,modern_serif,0.0012,Be Vietnam Pro,CLIP_only,clip_unlisted,sans_serif,True,Sans-serif,from_existing,True
fiksi,https://www.goodreads.com/book/show/197589640-wajah-abu-abu,Wajah Abu-Abu,Mita Vacariani,,2023,MIZAN PUBLISHING,4.26,87,47,"Sastra Indonesia, Fiksi, Roman, Novel","Alin tetap memilih menjadi seorang Makeup Artist, meskipun ditentang oleh keluarganya. Namun ternyata, tak mudah menjadi seorang MUA pemula di ibu kota. Di awal kariernya, Alin tersandung skandal dengan Cassandra, aktris yang sedang naik daun. Cassandra mengancamnya, mengunggah pernyataan yang menyudutkan Alin, sehingga Alin kehilangan pekerjaan serta kepercayaan para klien.
Bertahan di ibu kota tanpa pekerjaan terrasa begitu sulit. Demi bertahan hidup, bermodalkan nekat, Alin menerima tawaran menjadi perias jenazah di biro jasa kedukaan Hope2Hope milik Yudis, si laki-laki dingin dengan ribuan rahasia.
Namun, di balik sikap Yudis yang dingin dan sulit didekati, Alin menemukan kehangatan. Yudis mampu membuat Alin mencintai pekerjaannya, ternyata menjadi perias jenazah tak seburuk yang Alin ",2023_Wajah_Abu-Abu.jpg,True,0.7103,0.2036,putih,26.42,2.96,0.69,252.76,#fcfcfc,hijau,24.88,72.41,105.3,96.75,#386048,hijau,20.97,60.31,86.3,168.93,#6fa86f,putih,16.05,86.5,21.27,230.11,#d3e6e3,biru,11.69,111.39,34.19,153.88,#858b99,putih,2.96,0.689,1696.0,a |  ad  ‘3  ‘4  Ea  >  (  Fi] Ey fi  be  Hc  Oya  ni  Aa  Pl  —  WAJAH ABU-ABU  Mita Vacariani,100.0,,3,"handbag, person",2,True,True,2,handbag|person,flat_graphic,0.5719,0.2224,0.1583,0.0068,0.5719,0.0169,WAJAH ABU-ABU,0.869,full,Be Vietnam Pro,0.2316,sans_serif,Fjalla One,0.2269,display,Rozha One,0.2246,modern_serif,Pirata One,0.2217,display,Laila,0.2216,slab_serif,0.0047,Be Vietnam Pro,CLIP_only,clip_unlisted,sans_serif,True,Sans-serif,from_existing,True
fiksi,https://www.goodreads.com/book/show/3190886-wajah-di-balik-jendela,Wajah di Balik Jendela,M. Arman AZ,,2003,Lazuardi,3.0,2,0,"Sastra Indonesia, Fiksi",Kumpulan cerita pendek beberapa pengarang FLP,2003_Wajah_di_Balik_Jendela.jpg,True,0.6409,0.3992,ungu,34.73,135.52,77.36,157.26,#856e9d,merah,21.41,5.86,92.93,198.06,#c68a7f,merah,16.48,170.4,103.27,223.56,#df85a3,biru,14.93,108.59,196.38,137.83,#204a89,biru,12.46,124.73,69.88,72.41,#373548,ungu,135.52,0.7388,101.0,La  Tekhenann  jabber  ier)  Van  : Salty  ram =  ioe nam,4.242.424.242.424.240,,1,person,1,True,True,1,person,photograph,0.933,0.933,0.0072,0.003,0.0093,0.0022,*Jenxteta,0.303,full,Rozha One,0.2417,modern_serif,IM Fell English,0.2153,modern_serif,Electrolize,0.214,display,Rajdhani,0.2131,display,Almendra Display,0.2129,display,0.0264,Rozha One,CLIP_only,clip_unlisted,modern_serif,False,Serif,from_existing,False
fiksi,https://www.goodreads.com/book/show/3156511-waktu-batu,Waktu Batu,Ugoran Prasad,,2004,IndonesiaTera,3.5,20,5,"Sastra Indonesia, Fiksi","Buku ini adalah sebentuk dokumentasi kecil proses panjang Teater Garasi, atas pembacaan teks sejarah akhir kejayaan Majapahit. Titik tatap dalam teks sejarah itu adalah pada momen-momen perpindahan kekuasaan di Jawa dari Majapahit ke Demak di pesisiran lalu bergerak masuk ke pedalaman: Mataram. Barangkali berangkat dari analisa Denys Lombard dalam Nusa Jawa: Silang Budaya,bahwa pada momen-momen sepanjang abad XIV ke XV, pintu gerbang Jawa terhadap kolonialisme Barat, dalam hal ini Belanda, mulai terbuka. Kedatangan kapal-kapal dagang dari Barat itu, yang menjajakan bukan hanya benda-benda, tetapi juga teknologi, sistem nilai dan sistem pengetahuan yang berbeda adalah babak awal dari problematika modernitas yang menyusun identitas kita saat ini. Identitas yang tak pernah menegas dan samar, ",2004_Waktu_Batu.jpg,True,0.2615,0.0834,abu,54.93,35.83,24.41,57.58,#383934,abu,21.46,28.5,9.52,52.12,#343432,abu,16.59,33.62,25.17,89.85,#585950,abu,6.07,28.61,24.4,136.32,#88877b,abu,0.95,97.64,17.36,73.24,#444849,abu,35.83,0.077,93.0,Waktu Batu  enak KB nona mh menand  ores  | te  |  ey  1  Pe,100.0,,1,person,1,True,True,2,person|tie,photograph,0.9259,0.9259,0.0083,0.0059,0.0002,0.0031,Batu Waktu,0.998,full,Piazzolla,0.1748,modern_serif,GFS Didot,0.1641,modern_serif,Oranienbaum,0.1625,modern_serif,Gloria Hallelujah,0.162,script,Shadows Into Light,0.1608,script,0.0107,Piazzolla,Google Fonts,clip,humanist_serif,False,Serif,from_existing,False
fiksi,https://www.goodreads.com/book/show/1843007.waktu_batu,waktu batu: naskah drama,Ugoran Prasad,,2004,"House of The World Culture (Hause der Kulturen der Welt), Berlin, June 2005.",3.5,20,5,"Sastra Indonesia, Fiksi","from : http://www.teatergarasi.org/en/featur...
waktu batu (the theather)
The Waktu Batu Project
Waktu Batu is a contemporary theatre work based on/inspired by (Javanese) mythologies and history, and its juxtaposition with transition situations and the problem of 'identity' constructed by modernity in Indonesia. The form of the performance itself is a collage of movements, lyrical texts, gestures of everyday lives, sounds cape and video-art.
Waktu Batu #3 is a part of theatre project (not only theatre production) initiated by Teater Garasi, under the coordination of its director/artistic director: Yudi Ahmad Tajudin. As a project, Waktu Batu is based on three fundamental themes (times, transitions and identity) and texts (mythological texts, historical texts and the text/problem of moderni",2004_waktu_batu_naskah_drama.jpg,True,0.2616,0.0793,abu,48.83,36.15,24.58,58.0,#393a35,abu,28.27,29.16,9.56,52.68,#343432,abu,16.5,34.68,24.41,89.83,#585951,abu,6.0,30.67,18.29,136.56,#88887e,merah,0.4,4.89,98.75,118.99,#764f49,abu,36.15,0.0804,75.0,"Waktu Sa  lad + qemman emepeene  TENTU UU  la  oa,  Na)  ———<« <-—",5.555.555.555.555.550,,1,person,1,True,True,2,person|tie,photograph,0.8547,0.8547,0.0277,0.0071,0.001,0.0077,Waktu,1.0,full,Piazzolla,0.1884,modern_serif,GFS Didot,0.1784,modern_serif,Shadows Into Light,0.1752,script,Oranienbaum,0.1747,modern_serif,IM Fell English,0.1743,modern_serif,0.01,Piazzolla,Google Fonts,clip,humanist_serif,False,Serif,from_existing,False
fiksi,https://www.goodreads.com/book/show/54393232-waktu-helena,Waktu Helena,Zaky Yamani,,2020,Gramedia Pustaka Utama,3.58,122,29,"Sastra Indonesia, Cerita Pendek","Kumpulan cerita di dalam Waktu Helena mengisahkan kehidupan di dunia perbatasan antara yang baru dan yang magis, antara yang lazim dan yang ganjil, antara mimpi dan kenyataan. Kisah-kisahnya mengajak pembaca menggali lebih dalam makna cinta dan kebencian, bukan saja yang romantis, tapi juga yang keji.
Ada manusia yang menganggap kisah cintanya begitu mustahil, ada manusia yang mencoba membunuh kenangan dengan sabun, ada manusia yang memilih bersahabat dengan seekor singa ketimbang manusia, ada kisah cinta manusia dengan sesosok hantu, sampai kisah persekongkolan sekelompok anarkis dengan makhluk tanpa kepala untuk melawan penggusuran. Kisah-kisah di dalam buku ini bagai mimpi yang mengguncang sampai membangunkan kita dari tidur yang dalam.",2020_Waktu_Helena.jpg,True,0.9107,0.8106,oranye,88.67,23.02,217.98,252.93,#fcca26,merah,3.79,25.76,218.74,45.93,#2d2707,hitam,2.9,124.1,136.46,6.72,#030306,kuning,2.38,28.68,43.36,38.26,#262620,putih,2.26,50.89,6.36,225.93,#dde1dc,oranye,23.02,0.5102,1538.0,DI waxtu HELENA  f  iN  ZAKY YAMANI,9.166.666.666.666.660,,2,person,1,True,True,3,person|skis|snowboard,flat_graphic,0.4836,0.0168,0.0231,0.3432,0.4836,0.1215,HELENA WAKTU,0.96,full,Hanken Grotesk,0.2583,sans_serif,Gill Sans Nova,0.2561,sans_serif,Space Grotesk,0.2529,sans_serif,Trocchi,0.2525,slab_serif,Urbanist,0.2509,sans_serif,0.0022,Helena,DaFont,ocr_partial,unknown,False,Sans-serif,weighted_vote,False
fiksi,https://www.goodreads.com/book/show/1350231.Waktu_Nayla,Waktu Nayla: cerpen pilihan KOMPAS 2003,Djenar Maesa Ayu,,2003,Penerbit Buku Kompas,3.47,243,19,"Cerita Pendek, Fiksi, Sastra Indonesia, Novel",,2003_Waktu_Nayla_cerpen_pilihan_KOMPAS_2003.jpg,True,0.8713,0.1854,putih,37.58,37.85,12.71,244.92,#f1f4e9,oranye,25.03,18.0,75.7,237.97,#edd1a7,merah,16.74,158.1,33.74,218.59,#dabed2,merah,11.69,10.47,127.55,168.91,#a87054,kuning,8.96,33.97,33.79,158.87,#9c9e8a,putih,37.85,0.5688,155.0,WAKTU  AY  VI  Cerpen Pilihan  KeMMIAS 2003  I} Ra  it  nd  Lp  N  OH f  ef,7.435.897.435.897.430,,3,person,1,True,False,1,horse,collage,0.3673,0.1723,0.1697,0.2138,0.03,0.0469,WAKTU,0.943,full,Piazzolla,0.2432,modern_serif,Rozha One,0.2387,modern_serif,IM Fell English,0.2386,modern_serif,Zeyada,0.238,script,Norican,0.2378,script,0.0045,Piazzolla,Google Fonts,clip,humanist_serif,True,Serif,from_existing,True
fiksi,https://www.goodreads.com/book/show/20352032-waktu-pesta-bersama-cinta,Waktu Pesta bersama Cinta,Intan Kirana,,2014,Elex Media Komputindo,3.96,25,6,"Sastra Indonesia, Fiksi","Cinta, apakah kamu tahu, semasa kanak kami memaknaimu tak sebatas pada gulali dan gula-gula kapas.
Lalu ketika remaja, rasa manis itu menjelma dalam getar berbeda yang tak melulu manis.
Dan kedewasaan, sungguh membuat apa-apa tentangmu begitu rumit… kadang kami ingin lepas darimu.
Namun senja, membuat kami mencarimu kembali, walau dengan tertatih-tatih.
Kamu, dalam bentuk apa pun, dan tak sebatas pada kata: “aku mencintaimu”…
Teruntuk para pembaca, Mari menikmati seri antologi “Waktu Pesta” persembahan Elex Media yang kali ini menghidupkan suasana berpesta dengan “Cinta”. Karena seperti yang tertulis di kartu undangan kami semasa kecil: “Tiada kesan tanpa kehadiranmu”.
Editor's Note
Para penulisnya adalah mereka yang memberi harapan pada masa depan sastra kita.
—Linda Christanty, sastrawan",2014_Waktu_Pesta_bersama_Cinta.jpg,True,0.9608,0.1815,putih,60.99,171.77,17.03,249.38,#f9e8ed,merah,19.91,165.26,76.62,240.47,#f0a8cc,merah,13.38,167.32,130.58,237.59,#ed74a9,putih,3.92,27.47,18.04,240.1,#f0eedf,hijau,1.8,67.71,136.39,212.01,#63d47d,putih,171.77,0.654,791.0,"EN  Cy  5  Aa  TA  rr  1)  te:  vt  aa  Ini  AN 0)  D  Faw!  ))  ors  31  VS  oo""  we  tars  g  Ds  aon  N  de  3.  8.  Tp  is  Se  Sy  wy  Aa  {  KP  3  S|  )  x  SA  7)  51  ca",40.0,,2,"bed, tie",2,False,False,0,,abstract,0.3666,0.0384,0.2392,0.3666,0.1406,0.1751,1 { { } 1 {,0.641,full,Crafty Girls,0.311,script,Over the Rainbow,0.2963,script,Ruthie,0.2957,script,Kiwi Maru,0.2955,script,La Belle Aurore,0.2943,script,0.0147,Crafty Girls,CLIP_only,clip_unlisted,unknown,False,Script,weighted_vote,False
fiksi,https://www.goodreads.com/book/show/43128348-waktu-untuk-tidak-menikah,Waktu untuk Tidak Menikah,Amanatia Junda,,2018,Buku Mojok,3.5,228,61,"Fiksi, Sastra Indonesia, Cerita Pendek","Kumpulan cerpen ""Waktu untuk Tidak Menikah"" karya Amanatia Junda ini terdiri dari 14 cerpen dengan tokoh utama perempuan dari berbagai latar belakang dan usia. Ditulis dalam rentang waktu 2012-2017 dan disusun secara acak dalam daftar isi. Beberapa cerpen telah dimuat di beberapa media baik media online maupun media cetak. Benang merah dalam cerpen selain bercerita tentang perempuan, lebih banyak mengajak pembaca menyelami isi kepala tokoh-tokoh yang terkadang random dan melantur dengan ingatan mereka mengenai perkara-perkara personal di masa lalu yang belum terselesaikan dengan baik, atau sesuatu yang tak pernah mereka ungkap di permukaan sebelumnya. Isu-isu yang menjadi konteks sosial beberapa cerita di sini juga beragam, seperti perkosaan, kebakaran hutan, korupsi, perempuan tua jalanan",2018_Waktu_untuk_Tidak_Menikah.jpg,True,0.6059,0.4696,oranye,79.35,16.58,139.26,161.98,#a17849,biru,8.13,94.48,67.62,68.27,#324244,abu,6.12,127.67,25.93,205.0,#beb9cd,abu,3.82,137.93,28.0,74.51,#47424a,oranye,2.57,16.31,42.07,195.51,#c3b4a3,oranye,16.58,0.2351,379.0,"ans  mn,  Amanatia Junda",41.666.666.666.666.600,,0,,0,False,False,0,,photograph,0.9374,0.9374,0.0158,0.0251,0.0101,0.0066,Waktu untuk Tidak Menikah,0.996,full,Rozha One,0.2596,modern_serif,GFS Didot,0.2518,modern_serif,Vidaloka,0.2435,modern_serif,IM Fell English,0.2428,modern_serif,Kepler Std,0.2426,humanist_serif,0.0078,Rozha One,CLIP_only,clip_unlisted,modern_serif,True,Serif,from_existing,True
puisi-asli,https://www.goodreads.com/book/show/59334279-waktu-yang-tepat-untuk-melupakan-waktu,Waktu yang Tepat untuk Melupakan Waktu,M. Aan Mansyur,,2021,Shira Media,4.18,87,26,"Sastra Indonesia, Puisi, Antologi","Waktu yang Tepat untuk Melupakan Waktu merupakan buku kumpulan puisi karya M. Aan Mansyur yang secara garis besar mengangkat tema atau berbahan dasar tentang pertanyaan-pertanyaan perihal imajinasi hidup bersama. Tentang hilangnya banyak “kita”—yang dalam sajak ini bukan hanya kita manusia, tapi juga berarti bahwa manusia hanya bagian kecil dari kita yang lebih besar. Isu yang dibahas juga beragam dalam tiap sajak dan hal tersebut bisa digambarkan lewat kutipan Audre Lodre yang kelak akan teman-teman pembaca temukan pada epigraf buku ini, “Tidak ada itu perjuangan isu tunggal, karena kita tidak menjalani masalah hidup tunggal.” Kira-kira begitu.
Secara bentuk juga sangat beragam, diwakili oleh kutipan Scholes yang juga terdapat dalam epigraf buku ini, bahwa puisi bisa dilihat bukan sebagai",2021_Waktu_yang_Tepat_untuk_Melupakan_Waktu.jpg,True,0.481,0.1144,abu,28.66,146.96,13.45,48.63,#302e30,oranye,25.93,17.79,43.77,224.91,#e0d0ba,abu,19.48,6.35,12.68,49.0,#312f2f,oranye,16.53,15.34,48.92,182.73,#b6a594,oranye,9.4,11.34,36.44,114.53,#726862,abu,146.96,0.4473,2662.0,i  Waktu voll  Tepat untuk  Melupakap Waktu  M. Aan Mansyur  i)  FP,8.157.894.736.842.100,,1,person,1,True,True,1,person,hand_drawn,0.5043,0.4024,0.5043,0.0504,0.0169,0.0078,Waktu Melupakan Waktu Tepat untuk,0.957,full,GFS Didot,0.2722,modern_serif,Rozha One,0.2673,modern_serif,Oranienbaum,0.2662,modern_serif,Be Vietnam Pro,0.2651,sans_serif,Merienda,0.2634,script,0.0049,GFS Didot,CLIP_only,clip_unlisted,unknown,True,Serif,weighted_vote,True
fiksi,https://www.goodreads.com/book/show/13618019-waktu,Waktu: Sebuah Antologi Komik,Hasmi,,2011,Metha Studio,3.78,9,1,"Sastra Indonesia, Fiksi",,2011_Waktu_Sebuah_Antologi_Komik.jpg,True,0.5053,0.2916,ungu,31.06,128.96,69.99,113.57,#5b5271,ungu,30.86,127.69,38.1,181.47,#a09ab5,biru,21.7,116.91,151.81,69.67,#1c2245,abu,9.37,22.9,28.89,181.21,#b5b0a1,oranye,7.01,13.86,74.3,78.09,#4e4137,ungu,128.96,0.7423,195.0,Mar  —  Pn  RN  an  RN  4  -~  |  4  Sebuah Antologi Komik  UI  ja UE  Arleswenda — Hardi Yawan  Kelana - Melyantoro — Ari Purna  UN  RT  4 -Ajon — Budi Pranowo  Sungging - Dwi  ANN aa,7.857.142.857.142.850,,0,,0,False,False,0,,hand_drawn,0.5451,0.2787,0.5451,0.0919,0.0379,0.0104,Komik Antologi Sebuah,0.635,full,Kurale,0.2447,slab_serif,Kiwi Maru,0.2429,script,Rozha One,0.2402,modern_serif,Merienda,0.239,script,Kalam,0.2387,script,0.0018,Kurale,Google Fonts,clip,unknown,True,Script,weighted_vote,True
fiksi,https://www.goodreads.com/book/show/50081387-waktunya-menutup-toko,Waktunya Menutup Toko,Ricky P. Rikardi,,2019,Rotasi Books,4.08,12,4,"Sastra Indonesia, Fiksi","Seorang pemuda dengan 207 ekor lalat di dalam kepalanya. Seorang ninja yang menyamar menjadi pemilik toko buku. Seekor kucing yang hilang. Sebuah distrik yang menyimpan riwayat kematian Diego Maradona, dan pertarungan melawan gerombolan anak punk.
Iki Poppunk, pahlawan kita semua, harus melewati salah satu malam Minggunya yang paling merepotkan demi sebuah ajakan kencan.",2019_Waktunya_Menutup_Toko.jpg,True,0.3639,0.0,abu,36.04,0.03,0.0,39.38,#272727,abu,29.86,0.06,0.0,73.96,#494949,abu,14.26,0.16,0.01,117.55,#757575,abu,10.88,0.26,0.01,177.5,#b1b1b1,putih,8.96,0.21,0.0,228.23,#e4e4e4,abu,0.03,0.6312,1064.0,MAN DNA  MENU  TOKO  a Use 1) 7-19 |  ON  “Gu €  . 8,65.0,,1,person,1,True,True,1,person,photograph,0.7879,0.7879,0.0288,0.0187,0.0072,0.1232,Toko WAKTUNYA Menutup,0.854,full,Kurale,0.259,slab_serif,Hanken Grotesk,0.2581,sans_serif,Teko,0.2564,sans_serif,Ubuntu,0.2512,sans_serif,GFS Didot,0.2497,modern_serif,0.0009,Kurale,Google Fonts,clip,unknown,True,Sans-serif,weighted_vote,True
fiksi,https://www.goodreads.com/book/show/51824258-walk-on-memories,Walk on Memories,Vie Asano,,2019,Gramedia Pustaka Utama,3.6,289,86,"Sastra Indonesia, Roman, Fiksi","Bagi Asha, terpilih menjadi salah satu wakil SKY Project dalam proyek tender terbatas Revitalisasi Kawasan Kota Tua adalah hal yang dia nanti-nantikan. Selain bergengsi, tender itu juga diikuti oleh perusahaan kompetitor yang ingin dia kalahkan sejak lama. Namun, kenapa dia harus berpasangan dengan Aaron—si
player
?
Bagi Aaron, mengerjakan proyek Revitalisasi Kawasan Kota Tua merupakan pekerjaan yang sangat sulit karena dia harus bekerja sama dengan Asha, perempuan angkuh yang sempat ditaksirnya. Namun, dia tidak bisa mundur kalau masih mau bekerja di SKY Project.
Sikap Asha yang angkuh dan sikap Aaron yang kekanakan membuat keduanya tidak bisa mengakui bahwa ide mereka sama-sama bagus. Mereka saling menebar jebakan agar gagasannya yang menjadi ide utama proyek. Namun, setelah sepakat meng",2019_Walk_on_Memories.jpg,True,0.9085,0.0274,putih,80.48,0.86,0.54,252.38,#fcfcfc,abu,11.81,9.13,16.19,104.78,#686361,putih,4.09,140.66,4.1,245.0,#f4f1f5,hijau,2.23,64.98,191.87,217.71,#36d94c,abu,1.39,170.79,15.15,94.08,#5e585a,putih,0.86,0.7466,16131.0,ETROPOP  da on Memories  VIE ASANO  Sue 4  ——S  Jct T |  [oo  = a  ASI  jul  TEE  | jae  i  i=  =  S| |  |  L  see  ee cs  Ze  S7  55)  os  a pa  sg  a  Ind  Ng  - RN  AR Xx  || |  4,81.25,,0,,0,False,False,0,,hand_drawn,0.3716,0.1963,0.3716,0.0192,0.1408,0.1909,Memories Walk en,0.789,full,Be Vietnam Pro,0.2754,sans_serif,Merienda,0.266,script,Almendra Display,0.2612,display,Architects Daughter,0.2611,script,Permanent Marker,0.2555,script,0.0094,Memories,DaFont,ocr_partial,unknown,False,Script,weighted_vote,False
fiksi,https://www.goodreads.com/book/show/23686088-walking-after-you,Walking After You,Windry Ramadhina,,2014,GagasMedia,3.98,953,215,"Roman, Sastra Indonesia, Fiksi, Novel, Keluarga, Drama, Cinta","Masa lalu akan tetap ada. Kau tidak perlu terlalu lama terjebak di dalamnya.
Pada kisah ini, kau akan bertemu An. Perempuan dengan tawa renyah itu sudah lama tak bisa keluar dari masa lalu. Ia menyimpan rindu, yang membuatnya semakin kehilangan tawa setiap waktu. Membuatnya menyalahkan doa-doa yang terbang ke langit. Doa-doa yang lupa kembali kepadanya.
An tahu, seharusnya ia tinggalkan kisah sedih itu berhari-hari lalu. Namun, ia masih saja di tempat yang sama. Bersama impian yang tak bisa ia jalani sendiri, tetapi tak bisa pula ia lepaskan.
Pernahkan kau merasa seperti itu? Tak bisa menyalahkan siapa-siapa, kecuali hatimu yang tak lagi bahagia. Pernahkah kau merasa seperti itu? Saat cinta menyapa, kau memilih berpaling karena terlalu takut bertemu luka.
Mungkin, kisah An seperti kisahmu.",2014_Walking_After_You.jpg,True,0.8233,0.1861,oranye,76.43,23.08,30.63,226.8,#e2dcc7,oranye,9.5,19.59,63.04,193.0,#c1b091,oranye,6.27,19.65,181.29,103.29,#674c1e,oranye,4.47,19.32,82.87,129.13,#817258,biru,3.32,99.09,89.71,180.47,#75a1b4,oranye,23.08,0.494,618.0,g  WINDRY RAMADHINA  Wilks  Alte  r NOt  ak perlu melupakan  ya perlu menerimany:  sa lalu.  } 4,5.882.352.941.176.470,,1,donut,1,False,False,0,,photograph,0.2936,0.2936,0.061,0.0072,0.2444,0.2839,WINDRY RAMADHINA,0.692,full,Arno Pro,0.3177,humanist_serif,Almendra,0.3138,humanist_serif,Palatino,0.3136,humanist_serif,Warnock Pro,0.3131,humanist_serif,Minion Pro,0.312,humanist_serif,0.0039,Arno Pro,Adobe Fonts,clip,humanist_serif,True,Serif,from_existing,True
fiksi,https://www.goodreads.com/book/show/32075404-wander-woman,Wander Woman,Nina Addison,,2016,Gramedia Pustaka Utama,4.0,59,24,"Sastra Indonesia, Fiksi","""Tolkien mengatakan,“Not all those who wander are lost.” Tidak semua orang yang berkelana kehilangan arah. Tanyakan saja pada Arumi, Cilla, Sabai, dan Sofia—empat sahabat yang terpencar di berbagai negara. Dalam cerita mereka yang terinspirasi dari kisah nyata ini, “tersesat” punya makna berbeda. For them, home is never a place, but people—and sometimes even suitcases.
Kisah mereka bergulir dengan menarik dan membuat saya sebagai pembaca tak sabar untuk membalik setiap lembarnya. Inspiratif dan membuka wawasan!
—Rina Suryakusuma, penulis novel Gravity dan Falling
The best mother is the mother who adapts. Melalui keseharian empat sahabat ini, kita diajak mengingat salah satu kunci utama menjalankan peran seorang ibu: adaptasi.
—Prameshwari Sugiri, Pemimpin Redaksi & Pemimpin Komunitas Ayahb",2016_Wander_Woman.jpg,True,0.8973,0.601,merah,39.16,171.07,241.13,215.89,#d70c49,putih,21.85,13.46,6.52,253.06,#fdfaf7,oranye,21.84,12.27,206.9,236.08,#ec7a2d,merah,10.75,159.92,48.55,242.03,#f2c4e4,hijau,6.4,50.47,109.49,177.96,#7fb165,merah,171.07,0.3966,582.0,"METROPOI  \  ao  vi  ois  NN .  MAN TIC)  NINA ADDISON, IRENE 0g  FINA THORPE-WILLETT, SILVIA ISKANDAR",4.705.882.352.941.170,,1,stop sign,1,False,False,1,stop sign,hand_drawn,0.8239,0.0072,0.8239,0.0185,0.054,0.023,"WoMan ,",0.445,full,Bitter,0.2429,slab_serif,Enriqueta,0.2425,slab_serif,Great Vibes,0.2412,script,Laila,0.2408,slab_serif,Crafty Girls,0.2394,script,0.0004,Woman of the Apocalypse,DaFont,ocr_partial,unknown,False,Serif,weighted_vote,False
fiksi,https://www.goodreads.com/book/show/1448872.Wandu,Wandu: Berhentilah Menjadi Pengecut!,Tasaro G.K.,,2005,Zikrul Hakim,3.4,40,7,"Sastra Indonesia, Fiksi",,2005_Wandu_Berhentilah_Menjadi_Pengecut!.jpg,True,0.707,0.4043,oranye,34.45,21.68,138.77,216.36,#d8b563,oranye,29.42,17.97,39.01,205.66,#cdbfae,oranye,21.02,12.54,161.47,86.2,#563520,biru,10.84,116.43,57.46,231.03,#b3bae7,biru,4.27,106.6,85.4,49.63,#212831,oranye,21.68,0.6342,1411.0,"pemenang pertamajgg.  Ni roose  Zi  aero  ge  ,  Y  Us  (  IN  A  >. (  377  andu  ANA  TL aan, /",3.928.571.428.571.420,,1,person,1,True,False,0,,collage,0.3428,0.2623,0.205,0.0159,0.0748,0.0991,YMenjadi,0.644,full,Piazzolla,0.2235,modern_serif,Judson,0.2199,modern_serif,IM Fell English,0.2194,modern_serif,Oranienbaum,0.2188,modern_serif,Trajan Pro 3,0.2176,modern_serif,0.0036,Piazzolla,Google Fonts,clip,humanist_serif,True,Serif,from_existing,True
